,level,left,top,organ
"16,246,23",16,246,23,08_renal_medulla
"16,246,24",16,246,24,08_renal_medulla
"16,246,25",16,246,25,08_renal_medulla
"16,246,26",16,246,26,08_renal_medulla
"16,246,27",16,246,27,08_renal_medulla
"16,246,28",16,246,28,08_renal_medulla
"16,246,43",16,246,43,15_spleen
"16,246,44",16,246,44,15_spleen
"16,246,45",16,246,45,15_spleen
"16,246,46",16,246,46,15_spleen
"16,246,47",16,246,47,15_spleen
"16,246,48",16,246,48,15_spleen
"16,246,49",16,246,49,15_spleen
"16,246,50",16,246,50,15_spleen
"16,246,51",16,246,51,15_spleen
"16,246,52",16,246,52,15_spleen
"16,246,53",16,246,53,15_spleen
"16,246,54",16,246,54,15_spleen
"16,246,55",16,246,55,15_spleen
"16,246,56",16,246,56,15_spleen
"16,246,57",16,246,57,15_spleen
"16,246,58",16,246,58,15_spleen
"16,246,72",16,246,72,23_left_ventricle
"16,246,73",16,246,73,23_left_ventricle
"16,246,74",16,246,74,23_left_ventricle
"16,246,75",16,246,75,23_left_ventricle
"16,246,76",16,246,76,23_left_ventricle
"16,246,77",16,246,77,23_left_ventricle
"16,246,78",16,246,78,23_left_ventricle
"16,246,79",16,246,79,23_left_ventricle
"16,246,80",16,246,80,23_left_ventricle
"16,246,81",16,246,81,23_left_ventricle
"16,246,82",16,246,82,23_left_ventricle
"16,246,83",16,246,83,23_left_ventricle
"16,246,84",16,246,84,23_left_ventricle
"16,246,85",16,246,85,23_left_ventricle
"16,246,86",16,246,86,23_left_ventricle
"16,246,87",16,246,87,23_left_ventricle
"16,246,88",16,246,88,23_left_ventricle
"16,246,89",16,246,89,23_left_ventricle
"16,246,90",16,246,90,23_left_ventricle
"16,246,91",16,246,91,23_left_ventricle
"16,246,92",16,246,92,23_left_ventricle
"16,246,93",16,246,93,23_left_ventricle
"16,246,101",16,246,101,31_NEC
"16,246,102",16,246,102,31_NEC
"16,246,103",16,246,103,31_NEC
"16,246,104",16,246,104,31_NEC
"16,246,105",16,246,105,31_NEC
"16,246,106",16,246,106,31_NEC
"16,246,107",16,246,107,31_NEC
"16,246,108",16,246,108,31_NEC
"16,246,109",16,246,109,31_NEC
"16,246,110",16,246,110,31_NEC
"16,246,111",16,246,111,31_NEC
"16,246,112",16,246,112,31_NEC
"16,246,113",16,246,113,31_NEC
"16,246,114",16,246,114,31_NEC
"16,246,115",16,246,115,31_NEC
"16,246,116",16,246,116,31_NEC
"16,246,117",16,246,117,31_NEC
"16,246,118",16,246,118,31_NEC
"16,246,119",16,246,119,31_NEC
"16,246,120",16,246,120,31_NEC
"16,246,121",16,246,121,31_NEC
"16,246,122",16,246,122,31_NEC
"16,246,131",16,246,131,38_EBVGC
"16,246,132",16,246,132,38_EBVGC
"16,246,133",16,246,133,38_EBVGC
"16,246,134",16,246,134,38_EBVGC
"16,246,135",16,246,135,38_EBVGC
"16,246,136",16,246,136,38_EBVGC
"16,246,137",16,246,137,38_EBVGC
"16,246,138",16,246,138,38_EBVGC
"16,246,139",16,246,139,38_EBVGC
"16,246,140",16,246,140,38_EBVGC
"16,246,141",16,246,141,38_EBVGC
"16,246,142",16,246,142,38_EBVGC
"16,246,143",16,246,143,38_EBVGC
"16,246,144",16,246,144,38_EBVGC
"16,246,145",16,246,145,38_EBVGC
"16,246,146",16,246,146,38_EBVGC
"16,246,147",16,246,147,38_EBVGC
"16,246,148",16,246,148,38_EBVGC
"16,246,149",16,246,149,38_EBVGC
"16,246,150",16,246,150,38_EBVGC
"16,246,151",16,246,151,38_EBVGC
"16,246,152",16,246,152,38_EBVGC
"16,246,153",16,246,153,38_EBVGC
"16,246,163",16,246,163,46_aorta
"16,246,164",16,246,164,46_aorta
"16,246,165",16,246,165,46_aorta
"16,246,166",16,246,166,46_aorta
"16,246,167",16,246,167,46_aorta
"16,246,168",16,246,168,46_aorta
"16,246,169",16,246,169,46_aorta
"16,246,170",16,246,170,46_aorta
"16,246,171",16,246,171,46_aorta
"16,246,172",16,246,172,46_aorta
"16,246,173",16,246,173,46_aorta
"16,246,174",16,246,174,46_aorta
"16,246,175",16,246,175,46_aorta
"16,246,176",16,246,176,46_aorta
"16,246,177",16,246,177,46_aorta
"16,246,178",16,246,178,46_aorta
"16,246,179",16,246,179,46_aorta
"16,246,180",16,246,180,46_aorta
"16,246,181",16,246,181,46_aorta
"16,246,182",16,246,182,46_aorta
"16,247,9",16,247,9,08_renal_medulla
"16,247,10",16,247,10,08_renal_medulla
"16,247,11",16,247,11,08_renal_medulla
"16,247,12",16,247,12,08_renal_medulla
"16,247,13",16,247,13,08_renal_medulla
"16,247,14",16,247,14,08_renal_medulla
"16,247,15",16,247,15,08_renal_medulla
"16,247,16",16,247,16,08_renal_medulla
"16,247,17",16,247,17,08_renal_medulla
"16,247,18",16,247,18,08_renal_medulla
"16,247,19",16,247,19,08_renal_medulla
"16,247,20",16,247,20,08_renal_medulla
"16,247,21",16,247,21,08_renal_medulla
"16,247,22",16,247,22,08_renal_medulla
"16,247,23",16,247,23,08_renal_medulla
"16,247,24",16,247,24,08_renal_medulla
"16,247,25",16,247,25,08_renal_medulla
"16,247,26",16,247,26,08_renal_medulla
"16,247,27",16,247,27,08_renal_medulla
"16,247,28",16,247,28,08_renal_medulla
"16,247,43",16,247,43,15_spleen
"16,247,44",16,247,44,15_spleen
"16,247,45",16,247,45,15_spleen
"16,247,46",16,247,46,15_spleen
"16,247,47",16,247,47,15_spleen
"16,247,48",16,247,48,15_spleen
"16,247,49",16,247,49,15_spleen
"16,247,50",16,247,50,15_spleen
"16,247,51",16,247,51,15_spleen
"16,247,52",16,247,52,15_spleen
"16,247,53",16,247,53,15_spleen
"16,247,54",16,247,54,15_spleen
"16,247,55",16,247,55,15_spleen
"16,247,56",16,247,56,15_spleen
"16,247,57",16,247,57,15_spleen
"16,247,72",16,247,72,23_left_ventricle
"16,247,73",16,247,73,23_left_ventricle
"16,247,74",16,247,74,23_left_ventricle
"16,247,75",16,247,75,23_left_ventricle
"16,247,76",16,247,76,23_left_ventricle
"16,247,77",16,247,77,23_left_ventricle
"16,247,78",16,247,78,23_left_ventricle
"16,247,79",16,247,79,23_left_ventricle
"16,247,80",16,247,80,23_left_ventricle
"16,247,81",16,247,81,23_left_ventricle
"16,247,82",16,247,82,23_left_ventricle
"16,247,83",16,247,83,23_left_ventricle
"16,247,85",16,247,85,23_left_ventricle
"16,247,86",16,247,86,23_left_ventricle
"16,247,87",16,247,87,23_left_ventricle
"16,247,88",16,247,88,23_left_ventricle
"16,247,89",16,247,89,23_left_ventricle
"16,247,90",16,247,90,23_left_ventricle
"16,247,91",16,247,91,23_left_ventricle
"16,247,92",16,247,92,23_left_ventricle
"16,247,93",16,247,93,23_left_ventricle
"16,247,101",16,247,101,31_NEC
"16,247,102",16,247,102,31_NEC
"16,247,103",16,247,103,31_NEC
"16,247,104",16,247,104,31_NEC
"16,247,105",16,247,105,31_NEC
"16,247,106",16,247,106,31_NEC
"16,247,107",16,247,107,31_NEC
"16,247,108",16,247,108,31_NEC
"16,247,109",16,247,109,31_NEC
"16,247,110",16,247,110,31_NEC
"16,247,111",16,247,111,31_NEC
"16,247,112",16,247,112,31_NEC
"16,247,113",16,247,113,31_NEC
"16,247,114",16,247,114,31_NEC
"16,247,115",16,247,115,31_NEC
"16,247,116",16,247,116,31_NEC
"16,247,117",16,247,117,31_NEC
"16,247,118",16,247,118,31_NEC
"16,247,119",16,247,119,31_NEC
"16,247,120",16,247,120,31_NEC
"16,247,121",16,247,121,31_NEC
"16,247,122",16,247,122,31_NEC
"16,247,123",16,247,123,31_NEC
"16,247,131",16,247,131,38_EBVGC
"16,247,132",16,247,132,38_EBVGC
"16,247,133",16,247,133,38_EBVGC
"16,247,134",16,247,134,38_EBVGC
"16,247,135",16,247,135,38_EBVGC
"16,247,136",16,247,136,38_EBVGC
"16,247,137",16,247,137,38_EBVGC
"16,247,138",16,247,138,38_EBVGC
"16,247,139",16,247,139,38_EBVGC
"16,247,140",16,247,140,38_EBVGC
"16,247,141",16,247,141,38_EBVGC
"16,247,142",16,247,142,38_EBVGC
"16,247,143",16,247,143,38_EBVGC
"16,247,144",16,247,144,38_EBVGC
"16,247,145",16,247,145,38_EBVGC
"16,247,146",16,247,146,38_EBVGC
"16,247,147",16,247,147,38_EBVGC
"16,247,148",16,247,148,38_EBVGC
"16,247,149",16,247,149,38_EBVGC
"16,247,150",16,247,150,38_EBVGC
"16,247,151",16,247,151,38_EBVGC
"16,247,152",16,247,152,38_EBVGC
"16,247,153",16,247,153,38_EBVGC
"16,247,163",16,247,163,46_aorta
"16,247,164",16,247,164,46_aorta
"16,247,165",16,247,165,46_aorta
"16,247,166",16,247,166,46_aorta
"16,247,167",16,247,167,46_aorta
"16,247,168",16,247,168,46_aorta
"16,247,169",16,247,169,46_aorta
"16,247,170",16,247,170,46_aorta
"16,247,171",16,247,171,46_aorta
"16,247,172",16,247,172,46_aorta
"16,247,173",16,247,173,46_aorta
"16,247,174",16,247,174,46_aorta
"16,247,175",16,247,175,46_aorta
"16,247,176",16,247,176,46_aorta
"16,247,177",16,247,177,46_aorta
"16,247,178",16,247,178,46_aorta
"16,247,179",16,247,179,46_aorta
"16,247,180",16,247,180,46_aorta
"16,247,181",16,247,181,46_aorta
"16,248,9",16,248,9,08_renal_medulla
"16,248,10",16,248,10,08_renal_medulla
"16,248,12",16,248,12,08_renal_medulla
"16,248,13",16,248,13,08_renal_medulla
"16,248,14",16,248,14,08_renal_medulla
"16,248,15",16,248,15,08_renal_medulla
"16,248,16",16,248,16,08_renal_medulla
"16,248,17",16,248,17,08_renal_medulla
"16,248,18",16,248,18,08_renal_medulla
"16,248,19",16,248,19,08_renal_medulla
"16,248,20",16,248,20,08_renal_medulla
"16,248,21",16,248,21,08_renal_medulla
"16,248,22",16,248,22,08_renal_medulla
"16,248,23",16,248,23,08_renal_medulla
"16,248,24",16,248,24,08_renal_medulla
"16,248,25",16,248,25,08_renal_medulla
"16,248,26",16,248,26,08_renal_medulla
"16,248,27",16,248,27,08_renal_medulla
"16,248,28",16,248,28,08_renal_medulla
"16,248,43",16,248,43,15_spleen
"16,248,44",16,248,44,15_spleen
"16,248,45",16,248,45,15_spleen
"16,248,46",16,248,46,15_spleen
"16,248,47",16,248,47,15_spleen
"16,248,48",16,248,48,15_spleen
"16,248,49",16,248,49,15_spleen
"16,248,50",16,248,50,15_spleen
"16,248,51",16,248,51,15_spleen
"16,248,52",16,248,52,15_spleen
"16,248,53",16,248,53,15_spleen
"16,248,54",16,248,54,15_spleen
"16,248,55",16,248,55,15_spleen
"16,248,56",16,248,56,15_spleen
"16,248,72",16,248,72,23_left_ventricle
"16,248,73",16,248,73,23_left_ventricle
"16,248,74",16,248,74,23_left_ventricle
"16,248,75",16,248,75,23_left_ventricle
"16,248,76",16,248,76,23_left_ventricle
"16,248,77",16,248,77,23_left_ventricle
"16,248,78",16,248,78,23_left_ventricle
"16,248,79",16,248,79,23_left_ventricle
"16,248,80",16,248,80,23_left_ventricle
"16,248,81",16,248,81,23_left_ventricle
"16,248,82",16,248,82,23_left_ventricle
"16,248,83",16,248,83,23_left_ventricle
"16,248,84",16,248,84,23_left_ventricle
"16,248,85",16,248,85,23_left_ventricle
"16,248,87",16,248,87,23_left_ventricle
"16,248,88",16,248,88,23_left_ventricle
"16,248,89",16,248,89,23_left_ventricle
"16,248,90",16,248,90,23_left_ventricle
"16,248,91",16,248,91,23_left_ventricle
"16,248,92",16,248,92,23_left_ventricle
"16,248,93",16,248,93,23_left_ventricle
"16,248,101",16,248,101,31_NEC
"16,248,102",16,248,102,31_NEC
"16,248,103",16,248,103,31_NEC
"16,248,104",16,248,104,31_NEC
"16,248,105",16,248,105,31_NEC
"16,248,106",16,248,106,31_NEC
"16,248,107",16,248,107,31_NEC
"16,248,108",16,248,108,31_NEC
"16,248,109",16,248,109,31_NEC
"16,248,110",16,248,110,31_NEC
"16,248,111",16,248,111,31_NEC
"16,248,112",16,248,112,31_NEC
"16,248,113",16,248,113,31_NEC
"16,248,114",16,248,114,31_NEC
"16,248,115",16,248,115,31_NEC
"16,248,116",16,248,116,31_NEC
"16,248,117",16,248,117,31_NEC
"16,248,118",16,248,118,31_NEC
"16,248,119",16,248,119,31_NEC
"16,248,120",16,248,120,31_NEC
"16,248,121",16,248,121,31_NEC
"16,248,122",16,248,122,31_NEC
"16,248,123",16,248,123,31_NEC
"16,248,132",16,248,132,38_EBVGC
"16,248,133",16,248,133,38_EBVGC
"16,248,134",16,248,134,38_EBVGC
"16,248,135",16,248,135,38_EBVGC
"16,248,136",16,248,136,38_EBVGC
"16,248,137",16,248,137,38_EBVGC
"16,248,138",16,248,138,38_EBVGC
"16,248,139",16,248,139,38_EBVGC
"16,248,140",16,248,140,38_EBVGC
"16,248,141",16,248,141,38_EBVGC
"16,248,142",16,248,142,38_EBVGC
"16,248,143",16,248,143,38_EBVGC
"16,248,144",16,248,144,38_EBVGC
"16,248,145",16,248,145,38_EBVGC
"16,248,146",16,248,146,38_EBVGC
"16,248,147",16,248,147,38_EBVGC
"16,248,148",16,248,148,38_EBVGC
"16,248,149",16,248,149,38_EBVGC
"16,248,150",16,248,150,38_EBVGC
"16,248,151",16,248,151,38_EBVGC
"16,248,152",16,248,152,38_EBVGC
"16,248,164",16,248,164,46_aorta
"16,248,165",16,248,165,46_aorta
"16,248,166",16,248,166,46_aorta
"16,248,167",16,248,167,46_aorta
"16,248,168",16,248,168,46_aorta
"16,248,169",16,248,169,46_aorta
"16,248,170",16,248,170,46_aorta
"16,248,171",16,248,171,46_aorta
"16,248,172",16,248,172,46_aorta
"16,248,173",16,248,173,46_aorta
"16,248,174",16,248,174,46_aorta
"16,248,175",16,248,175,46_aorta
"16,248,176",16,248,176,46_aorta
"16,248,177",16,248,177,46_aorta
"16,248,178",16,248,178,46_aorta
"16,248,179",16,248,179,46_aorta
"16,248,180",16,248,180,46_aorta
"16,248,181",16,248,181,46_aorta
"16,249,10",16,249,10,08_renal_medulla
"16,249,13",16,249,13,08_renal_medulla
"16,249,14",16,249,14,08_renal_medulla
"16,249,15",16,249,15,08_renal_medulla
"16,249,16",16,249,16,08_renal_medulla
"16,249,17",16,249,17,08_renal_medulla
"16,249,18",16,249,18,08_renal_medulla
"16,249,19",16,249,19,08_renal_medulla
"16,249,20",16,249,20,08_renal_medulla
"16,249,21",16,249,21,08_renal_medulla
"16,249,22",16,249,22,08_renal_medulla
"16,249,23",16,249,23,08_renal_medulla
"16,249,24",16,249,24,08_renal_medulla
"16,249,25",16,249,25,08_renal_medulla
"16,249,26",16,249,26,08_renal_medulla
"16,249,27",16,249,27,08_renal_medulla
"16,249,44",16,249,44,15_spleen
"16,249,45",16,249,45,15_spleen
"16,249,46",16,249,46,15_spleen
"16,249,47",16,249,47,15_spleen
"16,249,48",16,249,48,15_spleen
"16,249,49",16,249,49,15_spleen
"16,249,50",16,249,50,15_spleen
"16,249,51",16,249,51,15_spleen
"16,249,52",16,249,52,15_spleen
"16,249,53",16,249,53,15_spleen
"16,249,54",16,249,54,15_spleen
"16,249,55",16,249,55,15_spleen
"16,249,56",16,249,56,15_spleen
"16,249,73",16,249,73,23_left_ventricle
"16,249,74",16,249,74,23_left_ventricle
"16,249,75",16,249,75,23_left_ventricle
"16,249,76",16,249,76,23_left_ventricle
"16,249,77",16,249,77,23_left_ventricle
"16,249,78",16,249,78,23_left_ventricle
"16,249,79",16,249,79,23_left_ventricle
"16,249,80",16,249,80,23_left_ventricle
"16,249,81",16,249,81,23_left_ventricle
"16,249,82",16,249,82,23_left_ventricle
"16,249,83",16,249,83,23_left_ventricle
"16,249,84",16,249,84,23_left_ventricle
"16,249,85",16,249,85,23_left_ventricle
"16,249,86",16,249,86,23_left_ventricle
"16,249,87",16,249,87,23_left_ventricle
"16,249,88",16,249,88,23_left_ventricle
"16,249,89",16,249,89,23_left_ventricle
"16,249,91",16,249,91,23_left_ventricle
"16,249,92",16,249,92,23_left_ventricle
"16,249,93",16,249,93,23_left_ventricle
"16,249,102",16,249,102,31_NEC
"16,249,103",16,249,103,31_NEC
"16,249,104",16,249,104,31_NEC
"16,249,105",16,249,105,31_NEC
"16,249,106",16,249,106,31_NEC
"16,249,107",16,249,107,31_NEC
"16,249,108",16,249,108,31_NEC
"16,249,109",16,249,109,31_NEC
"16,249,110",16,249,110,31_NEC
"16,249,111",16,249,111,31_NEC
"16,249,112",16,249,112,31_NEC
"16,249,113",16,249,113,31_NEC
"16,249,114",16,249,114,31_NEC
"16,249,115",16,249,115,31_NEC
"16,249,116",16,249,116,31_NEC
"16,249,117",16,249,117,31_NEC
"16,249,118",16,249,118,31_NEC
"16,249,119",16,249,119,31_NEC
"16,249,120",16,249,120,31_NEC
"16,249,121",16,249,121,31_NEC
"16,249,122",16,249,122,31_NEC
"16,249,123",16,249,123,31_NEC
"16,249,124",16,249,124,31_NEC
"16,249,133",16,249,133,38_EBVGC
"16,249,134",16,249,134,38_EBVGC
"16,249,135",16,249,135,38_EBVGC
"16,249,136",16,249,136,38_EBVGC
"16,249,137",16,249,137,38_EBVGC
"16,249,138",16,249,138,38_EBVGC
"16,249,139",16,249,139,38_EBVGC
"16,249,140",16,249,140,38_EBVGC
"16,249,141",16,249,141,38_EBVGC
"16,249,142",16,249,142,38_EBVGC
"16,249,143",16,249,143,38_EBVGC
"16,249,144",16,249,144,38_EBVGC
"16,249,145",16,249,145,38_EBVGC
"16,249,146",16,249,146,38_EBVGC
"16,249,147",16,249,147,38_EBVGC
"16,249,148",16,249,148,38_EBVGC
"16,249,149",16,249,149,38_EBVGC
"16,249,150",16,249,150,38_EBVGC
"16,249,151",16,249,151,38_EBVGC
"16,249,164",16,249,164,46_aorta
"16,249,165",16,249,165,46_aorta
"16,249,166",16,249,166,46_aorta
"16,249,167",16,249,167,46_aorta
"16,249,168",16,249,168,46_aorta
"16,249,169",16,249,169,46_aorta
"16,249,170",16,249,170,46_aorta
"16,249,171",16,249,171,46_aorta
"16,249,172",16,249,172,46_aorta
"16,249,173",16,249,173,46_aorta
"16,249,174",16,249,174,46_aorta
"16,249,175",16,249,175,46_aorta
"16,249,176",16,249,176,46_aorta
"16,249,177",16,249,177,46_aorta
"16,249,178",16,249,178,46_aorta
"16,249,179",16,249,179,46_aorta
"16,249,180",16,249,180,46_aorta
"16,250,10",16,250,10,08_renal_medulla
"16,250,11",16,250,11,08_renal_medulla
"16,250,13",16,250,13,08_renal_medulla
"16,250,14",16,250,14,08_renal_medulla
"16,250,15",16,250,15,08_renal_medulla
"16,250,16",16,250,16,08_renal_medulla
"16,250,17",16,250,17,08_renal_medulla
"16,250,18",16,250,18,08_renal_medulla
"16,250,19",16,250,19,08_renal_medulla
"16,250,20",16,250,20,08_renal_medulla
"16,250,21",16,250,21,08_renal_medulla
"16,250,22",16,250,22,08_renal_medulla
"16,250,23",16,250,23,08_renal_medulla
"16,250,24",16,250,24,08_renal_medulla
"16,250,25",16,250,25,08_renal_medulla
"16,250,26",16,250,26,08_renal_medulla
"16,250,45",16,250,45,15_spleen
"16,250,46",16,250,46,15_spleen
"16,250,47",16,250,47,15_spleen
"16,250,48",16,250,48,15_spleen
"16,250,49",16,250,49,15_spleen
"16,250,50",16,250,50,15_spleen
"16,250,51",16,250,51,15_spleen
"16,250,52",16,250,52,15_spleen
"16,250,53",16,250,53,15_spleen
"16,250,54",16,250,54,15_spleen
"16,250,55",16,250,55,15_spleen
"16,250,56",16,250,56,15_spleen
"16,250,57",16,250,57,15_spleen
"16,250,73",16,250,73,23_left_ventricle
"16,250,74",16,250,74,23_left_ventricle
"16,250,75",16,250,75,23_left_ventricle
"16,250,76",16,250,76,23_left_ventricle
"16,250,77",16,250,77,23_left_ventricle
"16,250,78",16,250,78,23_left_ventricle
"16,250,79",16,250,79,23_left_ventricle
"16,250,80",16,250,80,23_left_ventricle
"16,250,81",16,250,81,23_left_ventricle
"16,250,82",16,250,82,23_left_ventricle
"16,250,83",16,250,83,23_left_ventricle
"16,250,84",16,250,84,23_left_ventricle
"16,250,85",16,250,85,23_left_ventricle
"16,250,86",16,250,86,23_left_ventricle
"16,250,87",16,250,87,23_left_ventricle
"16,250,88",16,250,88,23_left_ventricle
"16,250,89",16,250,89,23_left_ventricle
"16,250,91",16,250,91,23_left_ventricle
"16,250,92",16,250,92,23_left_ventricle
"16,250,102",16,250,102,31_NEC
"16,250,103",16,250,103,31_NEC
"16,250,104",16,250,104,31_NEC
"16,250,105",16,250,105,31_NEC
"16,250,106",16,250,106,31_NEC
"16,250,107",16,250,107,31_NEC
"16,250,108",16,250,108,31_NEC
"16,250,109",16,250,109,31_NEC
"16,250,110",16,250,110,31_NEC
"16,250,111",16,250,111,31_NEC
"16,250,112",16,250,112,31_NEC
"16,250,113",16,250,113,31_NEC
"16,250,114",16,250,114,31_NEC
"16,250,115",16,250,115,31_NEC
"16,250,116",16,250,116,31_NEC
"16,250,117",16,250,117,31_NEC
"16,250,118",16,250,118,31_NEC
"16,250,119",16,250,119,31_NEC
"16,250,120",16,250,120,31_NEC
"16,250,121",16,250,121,31_NEC
"16,250,122",16,250,122,31_NEC
"16,250,123",16,250,123,31_NEC
"16,250,124",16,250,124,31_NEC
"16,250,133",16,250,133,38_EBVGC
"16,250,134",16,250,134,38_EBVGC
"16,250,135",16,250,135,38_EBVGC
"16,250,136",16,250,136,38_EBVGC
"16,250,137",16,250,137,38_EBVGC
"16,250,138",16,250,138,38_EBVGC
"16,250,139",16,250,139,38_EBVGC
"16,250,140",16,250,140,38_EBVGC
"16,250,141",16,250,141,38_EBVGC
"16,250,142",16,250,142,38_EBVGC
"16,250,143",16,250,143,38_EBVGC
"16,250,144",16,250,144,38_EBVGC
"16,250,145",16,250,145,38_EBVGC
"16,250,146",16,250,146,38_EBVGC
"16,250,147",16,250,147,38_EBVGC
"16,250,148",16,250,148,38_EBVGC
"16,250,149",16,250,149,38_EBVGC
"16,250,150",16,250,150,38_EBVGC
"16,250,151",16,250,151,38_EBVGC
"16,250,165",16,250,165,46_aorta
"16,250,166",16,250,166,46_aorta
"16,250,167",16,250,167,46_aorta
"16,250,168",16,250,168,46_aorta
"16,250,169",16,250,169,46_aorta
"16,250,170",16,250,170,46_aorta
"16,250,171",16,250,171,46_aorta
"16,250,172",16,250,172,46_aorta
"16,250,173",16,250,173,46_aorta
"16,250,174",16,250,174,46_aorta
"16,250,175",16,250,175,46_aorta
"16,250,176",16,250,176,46_aorta
"16,250,177",16,250,177,46_aorta
"16,250,178",16,250,178,46_aorta
"16,250,179",16,250,179,46_aorta
"16,251,11",16,251,11,08_renal_medulla
"16,251,14",16,251,14,08_renal_medulla
"16,251,15",16,251,15,08_renal_medulla
"16,251,16",16,251,16,08_renal_medulla
"16,251,17",16,251,17,08_renal_medulla
"16,251,18",16,251,18,08_renal_medulla
"16,251,19",16,251,19,08_renal_medulla
"16,251,20",16,251,20,08_renal_medulla
"16,251,21",16,251,21,08_renal_medulla
"16,251,22",16,251,22,08_renal_medulla
"16,251,23",16,251,23,08_renal_medulla
"16,251,24",16,251,24,08_renal_medulla
"16,251,25",16,251,25,08_renal_medulla
"16,251,26",16,251,26,08_renal_medulla
"16,251,46",16,251,46,15_spleen
"16,251,47",16,251,47,15_spleen
"16,251,48",16,251,48,15_spleen
"16,251,49",16,251,49,15_spleen
"16,251,50",16,251,50,15_spleen
"16,251,51",16,251,51,15_spleen
"16,251,52",16,251,52,15_spleen
"16,251,53",16,251,53,15_spleen
"16,251,54",16,251,54,15_spleen
"16,251,55",16,251,55,15_spleen
"16,251,56",16,251,56,15_spleen
"16,251,57",16,251,57,15_spleen
"16,251,74",16,251,74,23_left_ventricle
"16,251,75",16,251,75,23_left_ventricle
"16,251,76",16,251,76,23_left_ventricle
"16,251,77",16,251,77,23_left_ventricle
"16,251,78",16,251,78,23_left_ventricle
"16,251,79",16,251,79,23_left_ventricle
"16,251,80",16,251,80,23_left_ventricle
"16,251,81",16,251,81,23_left_ventricle
"16,251,82",16,251,82,23_left_ventricle
"16,251,83",16,251,83,23_left_ventricle
"16,251,84",16,251,84,23_left_ventricle
"16,251,85",16,251,85,23_left_ventricle
"16,251,86",16,251,86,23_left_ventricle
"16,251,87",16,251,87,23_left_ventricle
"16,251,88",16,251,88,23_left_ventricle
"16,251,89",16,251,89,23_left_ventricle
"16,251,90",16,251,90,23_left_ventricle
"16,251,91",16,251,91,23_left_ventricle
"16,251,102",16,251,102,31_NEC
"16,251,103",16,251,103,31_NEC
"16,251,104",16,251,104,31_NEC
"16,251,105",16,251,105,31_NEC
"16,251,106",16,251,106,31_NEC
"16,251,107",16,251,107,31_NEC
"16,251,108",16,251,108,31_NEC
"16,251,109",16,251,109,31_NEC
"16,251,110",16,251,110,31_NEC
